gene_id	symbol	name	cytoband	type	num_cohort_ssm_affected_cases	num_cohort_ssm_cases	cohort_ssm_affected_cases_percentage	num_gdc_ssm_affected_cases	num_gdc_ssm_cases	gdc_ssm_affected_cases_percentage	num_cohort_cnv_cases	num_cohort_cnv_gain_cases	cohort_cnv_gain_cases_percentage	num_cohort_cnv_loss_cases	cohort_cnv_loss_cases_percentage	num_mutations	annotations
ENSG00000170836	PPM1D	protein phosphatase, Mg2+/Mn2+ dependent 1D	17q23.2	protein_coding	0	374	0.00	154	16477	0.93	517	35	6.77	23	4.45	0	Cancer Gene Census
ENSG00000171843	MLLT3	MLLT3 super elongation complex subunit	9p21.3	protein_coding	0	374	0.00	131	16477	0.80	517	10	1.93	110	21.28	0	Cancer Gene Census
ENSG00000172409	CLP1	cleavage factor polyribonucleotide kinase subunit 1	11q12.1	protein_coding	0	374	0.00	93	16477	0.56	517	23	4.45	12	2.32	0	Cancer Gene Census
ENSG00000172936	MYD88	MYD88 innate immune signal transduction adaptor	3p22.2	protein_coding	0	374	0.00	70	16477	0.42	517	1	0.19	441	85.30	0	Cancer Gene Census
ENSG00000174775	HRAS	HRas proto-oncogene, GTPase	11p15.5	protein_coding	0	374	0.00	162	16477	0.98	517	25	4.84	35	6.77	0	Cancer Gene Census
ENSG00000175197	DDIT3	DNA damage inducible transcript 3	12q13.3	protein_coding	0	374	0.00	38	16477	0.23	517	89	17.21	3	0.58	0	Cancer Gene Census
ENSG00000175329	ISX	intestine specific homeobox	22q12.3	protein_coding	0	374	0.00	109	16477	0.66	517	15	2.90	29	5.61	0	Cancer Gene Census
ENSG00000175595	ERCC4	ERCC excision repair 4, endonuclease catalytic subunit	16p13.12	protein_coding	0	374	0.00	197	16477	1.20	517	79	15.28	6	1.16	0	Cancer Gene Census
ENSG00000178053	MLF1	myeloid leukemia factor 1	3q25.32	protein_coding	0	374	0.00	96	16477	0.58	517	51	9.86	56	10.83	0	Cancer Gene Census
ENSG00000181163	NPM1	nucleophosmin 1	5q35.1	protein_coding	0	374	0.00	101	16477	0.61	517	290	56.09	4	0.77	0	Cancer Gene Census
ENSG00000182185	RAD51B	RAD51 paralog B	14q24.1	protein_coding	0	374	0.00	78	16477	0.47	517	5	0.97	197	38.10	0	Cancer Gene Census
ENSG00000182866	LCK	LCK proto-oncogene, Src family tyrosine kinase	1p35.2	protein_coding	0	374	0.00	167	16477	1.01	517	6	1.16	79	15.28	0	Cancer Gene Census
ENSG00000183579	ZNRF3	zinc and ring finger 3	22q12.1	protein_coding	0	374	0.00	207	16477	1.26	517	15	2.90	30	5.80	0	Cancer Gene Census
ENSG00000183722	LHFPL6	LHFPL tetraspan subfamily member 6	13q13.3, 13q14.11	protein_coding	0	374	0.00	65	16477	0.39	517	14	2.71	58	11.22	0	Cancer Gene Census
ENSG00000183742	MACC1	MET transcriptional regulator MACC1	7p21.1	protein_coding	0	374	0.00	234	16477	1.42	517	133	25.73	5	0.97	0	Cancer Gene Census
ENSG00000183770	FOXL2	forkhead box L2	3q22.3	protein_coding	0	374	0.00	95	16477	0.58	517	47	9.09	67	12.96	0	Cancer Gene Census
ENSG00000183813	CCR4	C-C motif chemokine receptor 4	3p22.3	protein_coding	0	374	0.00	93	16477	0.56	517	1	0.19	442	85.49	0	Cancer Gene Census
ENSG00000184012	TMPRSS2	transmembrane serine protease 2	21q22.3	protein_coding	0	374	0.00	122	16477	0.74	517	36	6.96	53	10.25	0	Cancer Gene Census
ENSG00000184402	SS18L1	SS18L1 subunit of BAF chromatin remodeling complex	20q13.33	protein_coding	0	374	0.00	93	16477	0.56	517	70	13.54	39	7.54	0	Cancer Gene Census
ENSG00000184640	SEPTIN9	septin 9	17q25.3	protein_coding	0	374	0.00	185	16477	1.12	517	32	6.19	47	9.09	0	Cancer Gene Census
ENSG00000185338	SOCS1	suppressor of cytokine signaling 1	16p13.13	protein_coding	0	374	0.00	42	16477	0.25	517	77	14.89	6	1.16	0	Cancer Gene Census
ENSG00000185630	PBX1	PBX homeobox 1	1q23.3	protein_coding	0	374	0.00	184	16477	1.12	517	53	10.25	24	4.64	0	Cancer Gene Census
ENSG00000185811	IKZF1	IKAROS family zinc finger 1	7p12.2	protein_coding	0	374	0.00	338	16477	2.05	517	134	25.92	4	0.77	0	Cancer Gene Census
ENSG00000186051	TAL2	TAL bHLH transcription factor 2	9q31.2	protein_coding	0	374	0.00	33	16477	0.20	517	8	1.55	110	21.28	0	Cancer Gene Census
ENSG00000186716	BCR	BCR activator of RhoGEF and GTPase	22q11.23	protein_coding	0	374	0.00	273	16477	1.66	517	16	3.09	25	4.84	0	Cancer Gene Census
ENSG00000187239	FNBP1	formin binding protein 1	9q34.11	protein_coding	0	374	0.00	141	16477	0.86	517	10	1.93	129	24.95	0	Cancer Gene Census
ENSG00000187735	TCEA1	transcription elongation factor A1	8q11.23	protein_coding	0	374	0.00	84	16477	0.51	517	44	8.51	63	12.19	0	Cancer Gene Census
ENSG00000188199	NUTM2B	NUT family member 2B	10q22.3	protein_coding	0	374	0.00	30	16477	0.18	517	8	1.55	72	13.93	0	Cancer Gene Census
ENSG00000189283	FHIT	fragile histidine triad diadenosine triphosphatase	3p14.2	protein_coding	0	374	0.00	52	16477	0.32	517	1	0.19	396	76.60	0	Cancer Gene Census
ENSG00000196092	PAX5	paired box 5	9p13.2	protein_coding	0	374	0.00	251	16477	1.52	517	9	1.74	111	21.47	0	Cancer Gene Census
ENSG00000196914	ARHGEF12	Rho guanine nucleotide exchange factor 12	11q23.3	protein_coding	0	374	0.00	305	16477	1.85	517	18	3.48	21	4.06	0	Cancer Gene Census
ENSG00000197646	PDCD1LG2	programmed cell death 1 ligand 2	9p24.1	protein_coding	0	374	0.00	48	16477	0.29	517	9	1.74	123	23.79	0	Cancer Gene Census
ENSG00000198625	MDM4	MDM4 regulator of p53	1q32.1	protein_coding	0	374	0.00	118	16477	0.72	517	55	10.64	29	5.61	0	Cancer Gene Census
ENSG00000204713	TRIM27	tripartite motif containing 27	6p22.1	protein_coding	0	374	0.00	135	16477	0.82	517	7	1.35	79	15.28	0	Cancer Gene Census
ENSG00000205927	OLIG2	oligodendrocyte transcription factor 2	21q22.11	protein_coding	0	374	0.00	81	16477	0.49	517	37	7.16	43	8.32	0	Cancer Gene Census
ENSG00000206503	HLA-A	major histocompatibility complex, class I, A	6p22.1	protein_coding	0	374	0.00	152	16477	0.92	517	11	2.13	85	16.44	0	Cancer Gene Census
ENSG00000213066	CEP43	centrosomal protein 43	6q27	protein_coding	0	374	0.00	72	16477	0.44	517	9	1.74	138	26.69	0	Cancer Gene Census
ENSG00000213190	MLLT11	MLLT11 transcription factor 7 cofactor	1q21.3	protein_coding	0	374	0.00	27	16477	0.16	517	56	10.83	24	4.64	0	Cancer Gene Census
ENSG00000213672	NCKIPSD	NCK interacting protein with SH3 domain	3p21.31	protein_coding	0	374	0.00	119	16477	0.72	517	1	0.19	444	85.88	0	Cancer Gene Census
ENSG00000244405	ETV5	ETS variant transcription factor 5	3q27.2	protein_coding	0	374	0.00	160	16477	0.97	517	57	11.03	54	10.44	0	Cancer Gene Census
ENSG00000245848	CEBPA	CCAAT enhancer binding protein alpha	19q13.11	protein_coding	0	374	0.00	63	16477	0.38	517	45	8.70	5	0.97	0	Cancer Gene Census
ENSG00000257103	LSM14A	LSM14A mRNA processing body assembly factor	19q13.11	protein_coding	0	374	0.00	118	16477	0.72	517	35	6.77	7	1.35	0	Cancer Gene Census
ENSG00000261652	C15orf65	chromosome 15 open reading frame 65	15q21.3	protein_coding	0	374	0.00	10	16477	0.06	517	15	2.90	28	5.42	0	Cancer Gene Census
ENSG00000275023	MLLT6	MLLT6, PHD finger containing	17q12	protein_coding	0	374	0.00	212	16477	1.29	517	22	4.26	29	5.61	0	Cancer Gene Census
ENSG00000276180	H4C9	H4 clustered histone 9	6p22.1	protein_coding	0	374	0.00	76	16477	0.46	517	8	1.55	78	15.09	0	Cancer Gene Census
ENSG00000286522	H3C2	H3 clustered histone 2	6p22.2	protein_coding	0	374	0.00	137	16477	0.83	517	8	1.55	80	15.47	0	Cancer Gene Census
